namespace,nombre,patrón,vista,archivo:línea,categoría,plantilla,kwargs,selenium,pruebas
admin,view_on_site,/admin/r/<path:content_type_id>/<path:object_id>/,django.contrib.contenttypes.views.shortcut,.venv/lib/python3.13/site-packages/django/contrib/admin/sites.py:9,infra,,content_type_id|object_id,0,0
admin,auth_group_changelist,/admin/auth/group/,django.contrib.admin.options.ModelAdmin.changelist_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2012,infra,,,0,0
admin,auth_group_add,/admin/auth/group/add/,django.contrib.admin.options.ModelAdmin.add_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1983,infra,,,0,0
admin,auth_group_history,/admin/auth/group/<path:object_id>/history/,django.contrib.admin.options.ModelAdmin.history_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2274,infra,,object_id,0,0
admin,auth_group_delete,/admin/auth/group/<path:object_id>/delete/,django.contrib.admin.options.ModelAdmin.delete_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2201,infra,,object_id,0,0
admin,auth_group_change,/admin/auth/group/<path:object_id>/change/,django.contrib.admin.options.ModelAdmin.change_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1986,infra,,object_id,0,0
admin,sites_site_changelist,/admin/sites/site/,django.contrib.admin.options.ModelAdmin.changelist_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2012,infra,,,0,0
admin,sites_site_add,/admin/sites/site/add/,django.contrib.admin.options.ModelAdmin.add_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1983,infra,,,0,0
admin,sites_site_history,/admin/sites/site/<path:object_id>/history/,django.contrib.admin.options.ModelAdmin.history_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2274,infra,,object_id,0,0
admin,sites_site_delete,/admin/sites/site/<path:object_id>/delete/,django.contrib.admin.options.ModelAdmin.delete_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2201,infra,,object_id,0,0
admin,sites_site_change,/admin/sites/site/<path:object_id>/change/,django.contrib.admin.options.ModelAdmin.change_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1986,infra,,object_id,0,0
admin,djgentelella_usersignatureconfig_changelist,/admin/djgentelella/usersignatureconfig/,django.contrib.admin.options.ModelAdmin.changelist_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2012,infra,,,0,0
admin,djgentelella_usersignatureconfig_add,/admin/djgentelella/usersignatureconfig/add/,django.contrib.admin.options.ModelAdmin.add_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1983,infra,,,0,0
admin,djgentelella_usersignatureconfig_history,/admin/djgentelella/usersignatureconfig/<path:object_id>/history/,django.contrib.admin.options.ModelAdmin.history_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2274,infra,,object_id,0,0
admin,djgentelella_usersignatureconfig_delete,/admin/djgentelella/usersignatureconfig/<path:object_id>/delete/,django.contrib.admin.options.ModelAdmin.delete_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2201,infra,,object_id,0,0
admin,djgentelella_usersignatureconfig_change,/admin/djgentelella/usersignatureconfig/<path:object_id>/change/,django.contrib.admin.options.ModelAdmin.change_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1986,infra,,object_id,0,0
admin,djgentelella_chunkedupload_changelist,/admin/djgentelella/chunkedupload/,django.contrib.admin.options.ModelAdmin.changelist_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2012,infra,,,0,0
admin,djgentelella_chunkedupload_add,/admin/djgentelella/chunkedupload/add/,django.contrib.admin.options.ModelAdmin.add_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1983,infra,,,0,0
admin,djgentelella_chunkedupload_history,/admin/djgentelella/chunkedupload/<path:object_id>/history/,django.contrib.admin.options.ModelAdmin.history_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2274,infra,,object_id,0,0
admin,djgentelella_chunkedupload_delete,/admin/djgentelella/chunkedupload/<path:object_id>/delete/,django.contrib.admin.options.ModelAdmin.delete_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2201,infra,,object_id,0,0
admin,djgentelella_chunkedupload_change,/admin/djgentelella/chunkedupload/<path:object_id>/change/,django.contrib.admin.options.ModelAdmin.change_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1986,infra,,object_id,0,0
admin,djgentelella_menuitem_changelist,/admin/djgentelella/menuitem/,django.contrib.admin.options.ModelAdmin.changelist_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2012,infra,,,0,0
admin,djgentelella_menuitem_add,/admin/djgentelella/menuitem/add/,django.contrib.admin.options.ModelAdmin.add_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1983,infra,,,0,0
admin,djgentelella_menuitem_history,/admin/djgentelella/menuitem/<path:object_id>/history/,django.contrib.admin.options.ModelAdmin.history_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2274,infra,,object_id,0,0
admin,djgentelella_menuitem_delete,/admin/djgentelella/menuitem/<path:object_id>/delete/,django.contrib.admin.options.ModelAdmin.delete_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2201,infra,,object_id,0,0
admin,djgentelella_menuitem_change,/admin/djgentelella/menuitem/<path:object_id>/change/,django.contrib.admin.options.ModelAdmin.change_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1986,infra,,object_id,0,0
admin,djgentelella_help_changelist,/admin/djgentelella/help/,django.contrib.admin.options.ModelAdmin.changelist_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2012,infra,,,0,0
admin,djgentelella_help_add,/admin/djgentelella/help/add/,django.contrib.admin.options.ModelAdmin.add_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1983,infra,,,0,0
admin,djgentelella_help_history,/admin/djgentelella/help/<path:object_id>/history/,django.contrib.admin.options.ModelAdmin.history_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2274,infra,,object_id,0,0
admin,djgentelella_help_delete,/admin/djgentelella/help/<path:object_id>/delete/,django.contrib.admin.options.ModelAdmin.delete_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2201,infra,,object_id,0,0
admin,djgentelella_help_change,/admin/djgentelella/help/<path:object_id>/change/,django.contrib.admin.options.ModelAdmin.change_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1986,infra,,object_id,0,0
admin,djgentelella_permissionscategorymanagement_changelist,/admin/djgentelella/permissionscategorymanagement/,django.contrib.admin.options.ModelAdmin.changelist_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2012,infra,,,0,0
admin,djgentelella_permissionscategorymanagement_add,/admin/djgentelella/permissionscategorymanagement/add/,django.contrib.admin.options.ModelAdmin.add_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1983,infra,,,0,0
admin,djgentelella_permissionscategorymanagement_history,/admin/djgentelella/permissionscategorymanagement/<path:object_id>/history/,django.contrib.admin.options.ModelAdmin.history_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2274,infra,,object_id,0,0
admin,djgentelella_permissionscategorymanagement_delete,/admin/djgentelella/permissionscategorymanagement/<path:object_id>/delete/,django.contrib.admin.options.ModelAdmin.delete_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2201,infra,,object_id,0,0
admin,djgentelella_permissionscategorymanagement_change,/admin/djgentelella/permissionscategorymanagement/<path:object_id>/change/,django.contrib.admin.options.ModelAdmin.change_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1986,infra,,object_id,0,0
admin,djgentelella_gentelellasettings_changelist,/admin/djgentelella/gentelellasettings/,django.contrib.admin.options.ModelAdmin.changelist_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2012,infra,,,0,0
admin,djgentelella_gentelellasettings_add,/admin/djgentelella/gentelellasettings/add/,django.contrib.admin.options.ModelAdmin.add_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1983,infra,,,0,0
admin,djgentelella_gentelellasettings_history,/admin/djgentelella/gentelellasettings/<path:object_id>/history/,django.contrib.admin.options.ModelAdmin.history_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2274,infra,,object_id,0,0
admin,djgentelella_gentelellasettings_delete,/admin/djgentelella/gentelellasettings/<path:object_id>/delete/,django.contrib.admin.options.ModelAdmin.delete_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2201,infra,,object_id,0,0
admin,djgentelella_gentelellasettings_change,/admin/djgentelella/gentelellasettings/<path:object_id>/change/,django.contrib.admin.options.ModelAdmin.change_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1986,infra,,object_id,0,0
admin,djgentelella_notification_changelist,/admin/djgentelella/notification/,django.contrib.admin.options.ModelAdmin.changelist_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2012,infra,,,0,0
admin,djgentelella_notification_add,/admin/djgentelella/notification/add/,django.contrib.admin.options.ModelAdmin.add_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1983,infra,,,0,0
admin,djgentelella_notification_history,/admin/djgentelella/notification/<path:object_id>/history/,django.contrib.admin.options.ModelAdmin.history_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2274,infra,,object_id,0,0
admin,djgentelella_notification_delete,/admin/djgentelella/notification/<path:object_id>/delete/,django.contrib.admin.options.ModelAdmin.delete_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2201,infra,,object_id,0,0
admin,djgentelella_notification_change,/admin/djgentelella/notification/<path:object_id>/change/,django.contrib.admin.options.ModelAdmin.change_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1986,infra,,object_id,0,0
admin,djgentelella_trash_changelist,/admin/djgentelella/trash/,django.contrib.admin.options.ModelAdmin.changelist_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2012,infra,,,0,0
admin,djgentelella_trash_add,/admin/djgentelella/trash/add/,django.contrib.admin.options.ModelAdmin.add_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1983,infra,,,0,0
admin,djgentelella_trash_history,/admin/djgentelella/trash/<path:object_id>/history/,django.contrib.admin.options.ModelAdmin.history_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2274,infra,,object_id,0,0
admin,djgentelella_trash_delete,/admin/djgentelella/trash/<path:object_id>/delete/,django.contrib.admin.options.ModelAdmin.delete_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2201,infra,,object_id,0,0
admin,djgentelella_trash_change,/admin/djgentelella/trash/<path:object_id>/change/,django.contrib.admin.options.ModelAdmin.change_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1986,infra,,object_id,0,0
admin,djgentelella_historyrelation_changelist,/admin/djgentelella/historyrelation/,django.contrib.admin.options.ModelAdmin.changelist_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2012,infra,,,0,0
admin,djgentelella_historyrelation_add,/admin/djgentelella/historyrelation/add/,django.contrib.admin.options.ModelAdmin.add_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1983,infra,,,0,0
admin,djgentelella_historyrelation_history,/admin/djgentelella/historyrelation/<path:object_id>/history/,django.contrib.admin.options.ModelAdmin.history_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2274,infra,,object_id,0,0
admin,djgentelella_historyrelation_delete,/admin/djgentelella/historyrelation/<path:object_id>/delete/,django.contrib.admin.options.ModelAdmin.delete_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2201,infra,,object_id,0,0
admin,djgentelella_historyrelation_change,/admin/djgentelella/historyrelation/<path:object_id>/change/,django.contrib.admin.options.ModelAdmin.change_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1986,infra,,object_id,0,0
admin,djgentelella_trashrelation_changelist,/admin/djgentelella/trashrelation/,django.contrib.admin.options.ModelAdmin.changelist_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2012,infra,,,0,0
admin,djgentelella_trashrelation_add,/admin/djgentelella/trashrelation/add/,django.contrib.admin.options.ModelAdmin.add_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1983,infra,,,0,0
admin,djgentelella_trashrelation_history,/admin/djgentelella/trashrelation/<path:object_id>/history/,django.contrib.admin.options.ModelAdmin.history_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2274,infra,,object_id,0,0
admin,djgentelella_trashrelation_delete,/admin/djgentelella/trashrelation/<path:object_id>/delete/,django.contrib.admin.options.ModelAdmin.delete_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2201,infra,,object_id,0,0
admin,djgentelella_trashrelation_change,/admin/djgentelella/trashrelation/<path:object_id>/change/,django.contrib.admin.options.ModelAdmin.change_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1986,infra,,object_id,0,0
admin,auth_and_perms_authorizedapplication_changelist,/admin/auth_and_perms/authorizedapplication/,django.contrib.admin.options.ModelAdmin.changelist_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2012,infra,,,0,0
admin,auth_and_perms_authorizedapplication_add,/admin/auth_and_perms/authorizedapplication/add/,django.contrib.admin.options.ModelAdmin.add_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1983,infra,,,0,0
admin,auth_and_perms_authorizedapplication_history,/admin/auth_and_perms/authorizedapplication/<path:object_id>/history/,django.contrib.admin.options.ModelAdmin.history_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2274,infra,,object_id,0,0
admin,auth_and_perms_authorizedapplication_delete,/admin/auth_and_perms/authorizedapplication/<path:object_id>/delete/,django.contrib.admin.options.ModelAdmin.delete_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2201,infra,,object_id,0,0
admin,auth_and_perms_authorizedapplication_change,/admin/auth_and_perms/authorizedapplication/<path:object_id>/change/,django.contrib.admin.options.ModelAdmin.change_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1986,infra,,object_id,0,0
admin,auth_and_perms_profile_changelist,/admin/auth_and_perms/profile/,django.contrib.admin.options.ModelAdmin.changelist_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2012,infra,,,0,0
admin,auth_and_perms_profile_add,/admin/auth_and_perms/profile/add/,django.contrib.admin.options.ModelAdmin.add_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1983,infra,,,0,0
admin,auth_and_perms_profile_history,/admin/auth_and_perms/profile/<path:object_id>/history/,django.contrib.admin.options.ModelAdmin.history_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2274,infra,,object_id,0,0
admin,auth_and_perms_profile_delete,/admin/auth_and_perms/profile/<path:object_id>/delete/,django.contrib.admin.options.ModelAdmin.delete_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2201,infra,,object_id,0,0
admin,auth_and_perms_profile_change,/admin/auth_and_perms/profile/<path:object_id>/change/,django.contrib.admin.options.ModelAdmin.change_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1986,infra,,object_id,0,0
admin,auth_and_perms_rol_changelist,/admin/auth_and_perms/rol/,django.contrib.admin.options.ModelAdmin.changelist_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2012,infra,,,0,0
admin,auth_and_perms_rol_add,/admin/auth_and_perms/rol/add/,django.contrib.admin.options.ModelAdmin.add_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1983,infra,,,0,0
admin,auth_and_perms_rol_history,/admin/auth_and_perms/rol/<path:object_id>/history/,django.contrib.admin.options.ModelAdmin.history_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2274,infra,,object_id,0,0
admin,auth_and_perms_rol_delete,/admin/auth_and_perms/rol/<path:object_id>/delete/,django.contrib.admin.options.ModelAdmin.delete_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:2201,infra,,object_id,0,0
admin,auth_and_perms_rol_change,/admin/auth_and_perms/rol/<path:object_id>/change/,django.contrib.admin.options.ModelAdmin.change_view,.venv/lib/python3.13/site-packages/django/contrib/admin/options.py:1986,infra,,object_id,0,0
