namespace,nombre,patrón,vista,archivo:línea,categoría,plantilla,kwargs,selenium,pruebas
laboratory,api-labview-furniture-list,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_furniture\.(?P<format>[a-z0-9]+)/?$,laboratory.api.labview.viewsets.FurnitureManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|format,0,0
laboratory,api-labview-furniture-detail-template,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_furniture/detail_template/$,laboratory.api.labview.viewsets.FurnitureManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk,0,0
laboratory,api-labview-furniture-detail-template,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_furniture/detail_template\.(?P<format>[a-z0-9]+)/?$,laboratory.api.labview.viewsets.FurnitureManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|format,0,0
laboratory,api-labview-furniture-detail,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_furniture/(?P<pk>[^/.]+)/$,laboratory.api.labview.viewsets.FurnitureManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk,0,0
laboratory,api-labview-furniture-detail,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_furniture/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$,laboratory.api.labview.viewsets.FurnitureManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk|format,0,0
laboratory,api-labview-furniture-add-col,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_furniture/(?P<pk>[^/.]+)/grid/col/$,laboratory.api.labview.viewsets.FurnitureManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk,0,0
laboratory,api-labview-furniture-add-col,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_furniture/(?P<pk>[^/.]+)/grid/col\.(?P<format>[a-z0-9]+)/?$,laboratory.api.labview.viewsets.FurnitureManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk|format,0,0
laboratory,api-labview-furniture-add-row,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_furniture/(?P<pk>[^/.]+)/grid/row/$,laboratory.api.labview.viewsets.FurnitureManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk,0,0
laboratory,api-labview-furniture-add-row,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_furniture/(?P<pk>[^/.]+)/grid/row\.(?P<format>[a-z0-9]+)/?$,laboratory.api.labview.viewsets.FurnitureManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk|format,0,0
laboratory,api-labview-furniture-get-values-for-update,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_furniture/(?P<pk>[^/.]+)/get_values_for_update/$,laboratory.api.labview.viewsets.FurnitureManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk,0,0
laboratory,api-labview-furniture-get-values-for-update,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_furniture/(?P<pk>[^/.]+)/get_values_for_update\.(?P<format>[a-z0-9]+)/?$,laboratory.api.labview.viewsets.FurnitureManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk|format,0,0
laboratory,api-labview-furniture-remove-col,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_furniture/(?P<pk>[^/.]+)/grid/col/remove/$,laboratory.api.labview.viewsets.FurnitureManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk,0,0
laboratory,api-labview-furniture-remove-col,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_furniture/(?P<pk>[^/.]+)/grid/col/remove\.(?P<format>[a-z0-9]+)/?$,laboratory.api.labview.viewsets.FurnitureManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk|format,0,0
laboratory,api-labview-furniture-remove-row,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_furniture/(?P<pk>[^/.]+)/grid/row/remove/$,laboratory.api.labview.viewsets.FurnitureManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk,0,0
laboratory,api-labview-furniture-remove-row,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_furniture/(?P<pk>[^/.]+)/grid/row/remove\.(?P<format>[a-z0-9]+)/?$,laboratory.api.labview.viewsets.FurnitureManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk|format,0,0
laboratory,api-labview-shelf-list,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_shelf/$,laboratory.api.labview.viewsets.ShelfManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk,0,0
laboratory,api-labview-shelf-list,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_shelf\.(?P<format>[a-z0-9]+)/?$,laboratory.api.labview.viewsets.ShelfManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|format,0,0
laboratory,api-labview-shelf-detail-template,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_shelf/detail_template/$,laboratory.api.labview.viewsets.ShelfManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk,0,0
laboratory,api-labview-shelf-detail-template,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_shelf/detail_template\.(?P<format>[a-z0-9]+)/?$,laboratory.api.labview.viewsets.ShelfManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|format,0,0
laboratory,api-labview-shelf-detail,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_shelf/(?P<pk>[^/.]+)/$,laboratory.api.labview.viewsets.ShelfManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk,0,0
laboratory,api-labview-shelf-detail,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_shelf/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$,laboratory.api.labview.viewsets.ShelfManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk|format,0,0
laboratory,api-labview-shelf-availability,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_shelf/(?P<pk>[^/.]+)/availability/$,laboratory.api.labview.viewsets.ShelfManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk,0,1
laboratory,api-labview-shelf-availability,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_shelf/(?P<pk>[^/.]+)/availability\.(?P<format>[a-z0-9]+)/?$,laboratory.api.labview.viewsets.ShelfManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk|format,0,1
laboratory,api-labview-shelf-get-values-for-update,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_shelf/(?P<pk>[^/.]+)/get_values_for_update/$,laboratory.api.labview.viewsets.ShelfManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk,0,0
laboratory,api-labview-shelf-get-values-for-update,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_shelf/(?P<pk>[^/.]+)/get_values_for_update\.(?P<format>[a-z0-9]+)/?$,laboratory.api.labview.viewsets.ShelfManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk|format,0,0
laboratory,api-labview-shelf-move,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_shelf/(?P<pk>[^/.]+)/move/$,laboratory.api.labview.viewsets.ShelfManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk,0,0
laboratory,api-labview-shelf-move,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_shelf/(?P<pk>[^/.]+)/move\.(?P<format>[a-z0-9]+)/?$,laboratory.api.labview.viewsets.ShelfManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk|format,0,0
laboratory,api-labview-tree-list,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_tree/$,laboratory.api.labview.viewsets.LabviewTreeViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk,0,1
laboratory,api-labview-tree-list,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_tree\.(?P<format>[a-z0-9]+)/?$,laboratory.api.labview.viewsets.LabviewTreeViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|format,0,1
laboratory,api-labview-shelfobjecttable-list,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_shelfobject_table/$,laboratory.api.labview.viewsets.LabviewShelfObjectTableViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk,0,1
laboratory,api-labview-shelfobjecttable-list,/labview/api/<int:org_pk>/<int:lab_pk>/^api_labview_shelfobject_table\.(?P<format>[a-z0-9]+)/?$,laboratory.api.labview.viewsets.LabviewShelfObjectTableViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|format,0,1
laboratory,api-root,/labview/api/<int:org_pk>/<int:lab_pk>/,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk|lab_pk,0,0
laboratory,api-root,/labview/api/<int:org_pk>/<int:lab_pk>/<drf_format_suffix:format>,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk|lab_pk|format,0,0
laboratory,api-container-in-shelf-list,/so/api/<int:org_pk>/<int:lab_pk>/<int:shelf>/^api_container_list/$,laboratory.shelfobject_container.viewsets.ContainerManagementViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|shelf,0,0
laboratory,api-container-in-shelf-list,/so/api/<int:org_pk>/<int:lab_pk>/<int:shelf>/^api_container_list\.(?P<format>[a-z0-9]+)/?$,laboratory.shelfobject_container.viewsets.ContainerManagementViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|shelf|format,0,0
laboratory,api-container-in-shelf-detail-template,/so/api/<int:org_pk>/<int:lab_pk>/<int:shelf>/^api_container_list/detail_template/$,laboratory.shelfobject_container.viewsets.ContainerManagementViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|shelf,0,0
laboratory,api-container-in-shelf-detail-template,/so/api/<int:org_pk>/<int:lab_pk>/<int:shelf>/^api_container_list/detail_template\.(?P<format>[a-z0-9]+)/?$,laboratory.shelfobject_container.viewsets.ContainerManagementViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|shelf|format,0,0
laboratory,api-container-in-shelf-detail,/so/api/<int:org_pk>/<int:lab_pk>/<int:shelf>/^api_container_list/(?P<pk>[^/.]+)/$,laboratory.shelfobject_container.viewsets.ContainerManagementViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|shelf|pk,0,0
laboratory,api-container-in-shelf-detail,/so/api/<int:org_pk>/<int:lab_pk>/<int:shelf>/^api_container_list/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$,laboratory.shelfobject_container.viewsets.ContainerManagementViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|shelf|pk|format,0,0
laboratory,api-container-in-shelf-get-values-for-update,/so/api/<int:org_pk>/<int:lab_pk>/<int:shelf>/^api_container_list/(?P<pk>[^/.]+)/get_values_for_update/$,laboratory.shelfobject_container.viewsets.ContainerManagementViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|shelf|pk,0,0
laboratory,api-container-in-shelf-get-values-for-update,/so/api/<int:org_pk>/<int:lab_pk>/<int:shelf>/^api_container_list/(?P<pk>[^/.]+)/get_values_for_update\.(?P<format>[a-z0-9]+)/?$,laboratory.shelfobject_container.viewsets.ContainerManagementViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|shelf|pk|format,0,0
laboratory,api-root,/so/api/<int:org_pk>/<int:lab_pk>/<int:shelf>/,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk|lab_pk|shelf,0,0
laboratory,api-root,/so/api/<int:org_pk>/<int:lab_pk>/<int:shelf>/<drf_format_suffix:format>,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk|lab_pk|shelf|format,0,0
laboratory,api_shelfobject,/org/<int:org_pk>/api/shelfobject/,laboratory.api.views.ShelfObjectAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk,0,0
laboratory,api_shelfobject_graphic,/org/api/shelfobject/graphic,laboratory.api.views.ShelfObjectGraphicAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,,0,0
laboratory,get_shelfs_list,/org/api/shels/list,laboratory.api.views.ShelfList,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
laboratory,api-labororgrequest-list,/<int:org_pk>/requests/api/my/^api_requests/$,laboratory.api.views.LabOrOrgRequestViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk,0,0
laboratory,api-labororgrequest-list,/<int:org_pk>/requests/api/my/^api_requests\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.LabOrOrgRequestViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|format,0,0
laboratory,api-labororgrequest-detail-template,/<int:org_pk>/requests/api/my/^api_requests/detail_template/$,laboratory.api.views.LabOrOrgRequestViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk,0,0
laboratory,api-labororgrequest-detail-template,/<int:org_pk>/requests/api/my/^api_requests/detail_template\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.LabOrOrgRequestViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|format,0,0
laboratory,api-labororgrequest-detail,/<int:org_pk>/requests/api/my/^api_requests/(?P<pk>[^/.]+)/$,laboratory.api.views.LabOrOrgRequestViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk,0,0
laboratory,api-labororgrequest-detail,/<int:org_pk>/requests/api/my/^api_requests/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.LabOrOrgRequestViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk|format,0,0
laboratory,api-labororgrequest-get-values-for-update,/<int:org_pk>/requests/api/my/^api_requests/(?P<pk>[^/.]+)/get_values_for_update/$,laboratory.api.views.LabOrOrgRequestViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk,0,0
laboratory,api-labororgrequest-get-values-for-update,/<int:org_pk>/requests/api/my/^api_requests/(?P<pk>[^/.]+)/get_values_for_update\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.LabOrOrgRequestViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk|format,0,0
laboratory,api-root,/<int:org_pk>/requests/api/my/,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk,0,0
laboratory,api-root,/<int:org_pk>/requests/api/my/<drf_format_suffix:format>,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk|format,0,0
laboratory,lab_or_org_request_list,/<int:org_pk>/requests/my/,laboratory.views.lab_or_org_request.lab_or_org_request_view,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:9,pagina,laboratory/lab_or_org_request/list.html,org_pk,0,0
laboratory,api-labororgrequest-review-list,/<int:org_pk>/requests/api/review/^api_review/$,laboratory.api.views.LabOrOrgRequestReviewViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk,0,0
laboratory,api-labororgrequest-review-list,/<int:org_pk>/requests/api/review/^api_review\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.LabOrOrgRequestReviewViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|format,0,0
laboratory,api-labororgrequest-review-detail-template,/<int:org_pk>/requests/api/review/^api_review/detail_template/$,laboratory.api.views.LabOrOrgRequestReviewViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk,0,0
laboratory,api-labororgrequest-review-detail-template,/<int:org_pk>/requests/api/review/^api_review/detail_template\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.LabOrOrgRequestReviewViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|format,0,0
laboratory,api-labororgrequest-review-detail,/<int:org_pk>/requests/api/review/^api_review/(?P<pk>[^/.]+)/$,laboratory.api.views.LabOrOrgRequestReviewViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk,0,0
laboratory,api-labororgrequest-review-detail,/<int:org_pk>/requests/api/review/^api_review/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.LabOrOrgRequestReviewViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk|format,0,0
laboratory,api-labororgrequest-review-approve,/<int:org_pk>/requests/api/review/^api_review/(?P<pk>[^/.]+)/approve/$,laboratory.api.views.LabOrOrgRequestReviewViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk,0,0
laboratory,api-labororgrequest-review-approve,/<int:org_pk>/requests/api/review/^api_review/(?P<pk>[^/.]+)/approve\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.LabOrOrgRequestReviewViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk|format,0,0
laboratory,api-labororgrequest-review-get-values-for-update,/<int:org_pk>/requests/api/review/^api_review/(?P<pk>[^/.]+)/get_values_for_update/$,laboratory.api.views.LabOrOrgRequestReviewViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk,0,0
laboratory,api-labororgrequest-review-get-values-for-update,/<int:org_pk>/requests/api/review/^api_review/(?P<pk>[^/.]+)/get_values_for_update\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.LabOrOrgRequestReviewViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk|format,0,0
laboratory,api-labororgrequest-review-reject,/<int:org_pk>/requests/api/review/^api_review/(?P<pk>[^/.]+)/reject/$,laboratory.api.views.LabOrOrgRequestReviewViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk,0,0
laboratory,api-labororgrequest-review-reject,/<int:org_pk>/requests/api/review/^api_review/(?P<pk>[^/.]+)/reject\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.LabOrOrgRequestReviewViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk|format,0,0
laboratory,api-root,/<int:org_pk>/requests/api/review/,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk,0,0
laboratory,api-root,/<int:org_pk>/requests/api/review/<drf_format_suffix:format>,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk|format,0,0
laboratory,lab_or_org_request_review,/<int:org_pk>/requests/review/,laboratory.views.lab_or_org_request.lab_or_org_request_review_view,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:33,pagina,laboratory/lab_or_org_request/review.html,org_pk,0,0
laboratory,sds_coverage_svg,/<int:org_pk>/reports/sds-coverage.svg,laboratory.views.reports.sds_coverage_svg,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:240,descarga,,org_pk,0,0
laboratory,h_code_reports,/<int:org_pk>/reports/hcode,laboratory.views.laboratory.HCodeReports,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,laboratory/h_code_report.html,org_pk,0,1
laboratory,download_h_code_reports,/<int:org_pk>/reports/download/hcode,laboratory.views.reports.report_h_code,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:77,descarga,pdf/hcode_pdf.html,org_pk,0,1
laboratory,organizationreactivepresence,/<int:org_pk>/organizationreactivepresence/,laboratory.views.reports.OrganizationReactivePresenceList,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,report/base_report_form_view.html,org_pk,0,1
laboratory,chemicalinventory,/<int:org_pk>/chemicalinventory/,laboratory.views.reports.ChemicalInventoryReport,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,report/base_report_form_view.html,org_pk,0,0
laboratory,add_furniture_type_catalog,/catalogs/furniture/furniture_type,laboratory.views.furniture.add_catalog,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:215,json,,,0,1
laboratory,add_shelf_type_catalog,/catalogs/shelf/container_type,laboratory.views.furniture.add_catalog,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:215,json,,,0,1
laboratory,add_shelfobject_status,/catalogs/shelf/shelfobject_status,laboratory.views.furniture.add_catalog,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:215,json,,,0,0
laboratory,add_structure_type_catalog,/catalogs/add/structure/type/,laboratory.views.furniture.add_catalog,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:215,json,,,0,0
laboratory,add_workplace_type_catalog,/catalogs/workplace/type/<str:key>,laboratory.views.furniture.add_catalog,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:215,json,,key,0,0
laboratory,api-inform-list,/inform/api/<int:org_pk>/^api_inform/$,laboratory.api.views.CommentAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk,0,1
laboratory,api-inform-list,/inform/api/<int:org_pk>/^api_inform\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.CommentAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|format,0,1
laboratory,api-inform-detail,/inform/api/<int:org_pk>/^api_inform/(?P<pk>[^/.]+)/$,laboratory.api.views.CommentAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk,0,1
laboratory,api-inform-detail,/inform/api/<int:org_pk>/^api_inform/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.CommentAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk|format,0,1
laboratory,api-root,/inform/api/<int:org_pk>/,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk,0,0
laboratory,api-root,/inform/api/<int:org_pk>/<drf_format_suffix:format>,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk|format,0,0
laboratory,api-protocol-list,/inform/api/^api_protocol/$,laboratory.api.views.ProtocolViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,1
laboratory,api-protocol-list,/inform/api/^api_protocol\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.ProtocolViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,format,0,1
laboratory,api-logentry-list,/inform/api/^api_logentry/$,laboratory.api.views.LogEntryViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,1
laboratory,api-logentry-list,/inform/api/^api_logentry\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.LogEntryViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,format,0,1
laboratory,api-logentry-detail-template,/inform/api/^api_logentry/detail_template/$,laboratory.api.views.LogEntryViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
laboratory,api-logentry-detail-template,/inform/api/^api_logentry/detail_template\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.LogEntryViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,format,0,0
laboratory,api-logentry-detail,/inform/api/^api_logentry/(?P<pk>[^/.]+)/$,laboratory.api.views.LogEntryViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
laboratory,api-logentry-detail,/inform/api/^api_logentry/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.LogEntryViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk|format,0,0
laboratory,api-logentry-get-values-for-update,/inform/api/^api_logentry/(?P<pk>[^/.]+)/get_values_for_update/$,laboratory.api.views.LogEntryViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
laboratory,api-logentry-get-values-for-update,/inform/api/^api_logentry/(?P<pk>[^/.]+)/get_values_for_update\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.LogEntryViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk|format,0,0
laboratory,api-informs-detail,/inform/api/^api_informs/(?P<pk>[^/.]+)/$,laboratory.api.views.InformViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,1
laboratory,api-informs-detail,/inform/api/^api_informs/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.InformViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk|format,0,1
laboratory,api-root,/inform/api/,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,,0,0
laboratory,api-root,/inform/api/<drf_format_suffix:format>,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,format,0,0
laboratory,api-trash-list,/trash/api/<int:org_pk>/^api_trash/$,laboratory.api.views.OrganizationTrashViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk,0,1
laboratory,api-trash-list,/trash/api/<int:org_pk>/^api_trash\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.OrganizationTrashViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|format,0,1
laboratory,api-trash-detail-template,/trash/api/<int:org_pk>/^api_trash/detail_template/$,laboratory.api.views.OrganizationTrashViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk,0,0
laboratory,api-trash-detail-template,/trash/api/<int:org_pk>/^api_trash/detail_template\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.OrganizationTrashViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|format,0,0
